"combn_dim","combn_id","auc_val_posed","auc_val_spont"
3,"JUKUZVP3XvHe1Fup5mD5",0.810597139802606,0.84553657750564
3,"5CEiBs5LeNicsFqZDY1p",0.796764705882353,0.854906041233119
3,"fGu0IKkQxCSW6JRn3kgp",0.799219798091841,0.843627938414345
3,"rWfGnjh1puUob4Ve9W2p",0.824386986119438,0.859663133439814
3,"M4LoT5kHGWFpYZqw7nTl",0.812549191741842,0.849946733814343
3,"b35OPzHCGoe6O1Kv702S",0.768337595085316,0.787923169267707
3,"4DIdlJnzvSQBNR2U00ie",0.797560806222606,0.878725369458128
3,"jUhgPaAHc3TQifU7XU5R",0.808092678405931,0.901988220125418
3,"vQTX06oC6gotbDz7nhWg",0.867517148767829,0.828074617610583
3,"mdSVEkoYFVIz118b75bY",0.847210300429184,0.817193223443224
3,"HKZlHBSeDvjr77JyxUxx",0.882409233267602,0.832081189431485
3,"zBcJcYIrb1OvyzaZWFcq",0.879229122055674,0.823818380908095
3,"FfANKud1G2eXMH6nsQ6H",0.795371479700936,0.762922465208748
3,"e0270SPPRXTGIXnSAybU",0.851387500734905,0.853198042127262
3,"lh8ZFizTTma3veJcCYdn",0.904273277169071,0.85858330401126
3,"p2XqvTxBcwHI9Y5jYbrm",0.815553060078608,0.865716449396874
3,"vF3uCfrGm087pMzPSu89",0.83383412635111,0.831456086975974
3,"HMhsXEJVYasEHRRhoAP9",0.836026396450615,0.83537636733585
3,"gAo2oEqzUSVkZsrW789m",0.787952215777836,0.774209778146912
3,"9kgeeDfGWaMmx0XIMJ3s",0.818283166109253,0.851586452762923
3,"S3uUSBAsxAlw0R1DeXbK",0.843589311895392,0.866420175624867
3,"fJJXEHn0xxJ7x7YB4fUK",0.820052295571855,0.826883669609079
3,"D3lYHcnlg4AnNaoHsMne",0.819332638164755,0.825890736342043
3,"1Q4Wjw63nj2veskveMuF",0.783716489166361,0.768405229479259
3,"pnhcUvk94IP3gP6gzZgg",0.804425,0.846181139122316
3,"TjtEemWJjvRErWPqTHoP",0.828820426625125,0.866710279643806
3,"zEHlvkLNdX3ZX3kQdGpb",0.841207275184414,0.835822141116514
3,"luLJqBVddsutJe3hw3V5",0.800538422120055,0.792615908078548
3,"YDczZOOV77rty926Wxnk",0.831967856022361,0.855946163607966
3,"C40xFzBmbQEAxsYk3T1I",0.8603814973095,0.857554577772949
3,"ykIV7vzZD2x7Yb7i5W2y",0.808928304146086,0.773504273504274
3,"AIYsIg4DHmB4n2BCZL2B",0.812749390379073,0.850757478719564
3,"LNBT7w44rolrO1mOlGH0",0.856796288929302,0.85460523132017
3,"Ln1jdOviLAhsEaWSO2sY",0.782545409214569,0.790037849238681
3,"LzTCVgmSCm2rqMKuRg2B",0.803189241954048,0.78950092817364
3,"ySR9T4xDv0ivPRVsPig2",0.836343537782387,0.888284706858407
3,"3EVmmFsfa7xDqWRVatyE",0.819415333701048,0.842702560042227
3,"djDXgcVkUjpTdY5e2yqy",0.818672265334325,0.847727272727273
3,"PaJ761RqVe4XfpGDwPKp",0.832518598143598,0.871227078339805
3,"Shre6Qqzx08QHTbHq4aQ",0.875103169362826,0.83796824737989
3,"XUUWFLvUypAQ67kJFyvm",0.820419543281997,0.824744115655741
3,"NQWWGvm8vLauOwL7lTSY",0.84057454307024,0.829393223010244
3,"BN8f2VKlZpMpXfBo4Ist",0.82687944053863,0.837643263657584
3,"9fyQ4za7WKmguiXh9AG4",0.810958008823049,0.847714229816095
3,"0ZZ4uGlfE93hU9d9S0Ck",0.818089259870082,0.840867663142545
3,"jTPqhNlUN8u9gJ35vfbm",0.815551984753506,0.858360851542191
3,"LkHMg1MH1803zjkwEF3f",0.824568998691603,0.881769866074799
3,"OvkQsOgPEFgp2N6fH0Uz",0.818007046235483,0.861771543970404
3,"NjJuLI4o5tqm7V83hxdi",0.810737798769143,0.870826042087315
3,"i5TbyEVygnFrm29BlCbG",0.885259872271392,0.850423434679994
3,"DS7kUUrZr9lnyVt3R2Dq",0.800857798499308,0.844251781858328
3,"3iYtuTWybysjiZIM4q66",0.822867298578199,0.852148173482517
3,"t46z7CdWXX1jsa0LEgdI",0.819451548735436,0.852469210701935
3,"B7kXLu8AEknQEjNq2Qhb",0.804253393665158,0.853099139788141
3,"PlSegjvHVcPrF7GloYQQ",0.809710278032896,0.863817364538037
3,"UB8LH1eWVy8L6xxYJfeu",0.791973918754105,0.864660054774123
3,"l21Gy1DlkQfd1APBvptx",0.830165898617512,0.880257510729614
3,"LDt22ds2Me7Zx8IVkaF4",0.815254515599343,0.865763546798029
3,"BGzlF35rTBMyYFFNrQJp",0.864707027447927,0.855560070432074
3,"cmnE7WkToU1ZisJ3IP9i",0.816761073688508,0.852817989590111
3,"eeytoi6YrX4Hf3PoP7Lt",0.82251657725237,0.842548280894681
3,"yE2uX0mzay709S0z9Xud",0.83002808002808,0.864781828224247
3,"pZZuF0n1SUWxXPiS4nYm",0.810979318734793,0.871375779505736
3,"9ATu3tf6AeNjfvYgaZyi",0.806341055941822,0.847469567902823
3,"ICNCjdEJv8NQxY903r3z",0.806248072375861,0.863229797888167
3,"8vUJnduBkmgv4OZp8POT",0.819434148752162,0.8826731387707
3,"yGCvXR9ufZIy6Pheczv3",0.863862294119805,0.879057512174261
3,"tMnrdrhPS5dWvN5GlgEL",0.814900962955348,0.861136135269048
3,"RBaH6yrNjysyAy9pcg4d",0.81868506770423,0.865710274633676
3,"Kv53h0taXdPniscQArkJ",0.826241134751773,0.876676245210728
3,"ZUIdasmwmdLkkcxcoNOp",0.817965989399293,0.875453729678165
3,"GK1A423KJHNh0xl5D2E2",0.804633030643132,0.864497751124438
3,"XktIY0EOaAAOzVuT62f9",0.817698367783257,0.882219554488462
3,"lvucevUXX0qFpCTHu5lx",0.832313421175981,0.905082754000417
3,"GapHtrR6rSUwUoP0pl1V",0.871401379966691,0.839732535060033
3,"J4EM6UFbwzAT5tlijRho",0.88613986367079,0.848227529855437
3,"Q3HIocn3s7BQITlB6z2m",0.877590435315757,0.833705045999442
3,"KpCopjbgwPzoyXb6lG2c",0.892098603526531,0.841821225062459
3,"qpy4R80iYKNDZI0WQzrA",0.848413646982126,0.819827320382362
3,"wUDgfKNOhJjwo2hKoSka",0.859601017326339,0.857862658863455
3,"c25L3gxWRQ324Nf5Zklc",0.89801369557459,0.884718401094662
3,"lkRwhqOC8qfhPdg2ekVQ",0.833309225910658,0.859566158479202
3,"t69m7r2Wsut7Xbj3mGfI",0.814647672901261,0.834348644416028
3,"xjuSJz4ENTUO3cI8nSQP",0.813424289868038,0.849997479493882
3,"EGEhZtLkWJISyarlmYQJ",0.804540769583142,0.841687055945043
3,"Ml1RsVvndz7LilynVzPK",0.803585801115706,0.862535450935905
3,"pfwSFxZVwGrBD1HaEEKO",0.830173892197901,0.874176213213268
3,"3FvXqE5NsL1VdoavIGNk",0.82927982873217,0.849936362206301
3,"SYCmGS6yyB1lfNJqZbRp",0.82343478118126,0.848533097449506
3,"ZY9tbbSE42UzFgJdmYns",0.818534346312124,0.843908004563742
3,"ha3PQKgbCCPIAXujphEb",0.813675850724787,0.85902430129629
3,"Bu1FZ7ienj4uiDETgGSj",0.842804078415589,0.876907972732662
3,"4IgqmyZNdeU2p1civZiw",0.822884472528178,0.855178751118068
3,"64D1AGRVv2Kwo7XknXjX",0.810000924222183,0.849568081745151
3,"oCndCkPUmBhIlKBZ0G1Y",0.80740798848241,0.85657652612209
3,"lwmGDIGBQtO6lJ523IP9",0.829418559876781,0.882858476568361
3,"NKrhUu4NFor2iKle7fi3",0.799185353513699,0.845562614141822
3,"i6y10GFX69KTY0GOzwog",0.806918534543907,0.86730482632122
3,"Fx9XNHg33bzg8LQddOdK",0.834696754686181,0.873412724794735
3,"zvaGXGppIqHa6Wsd1eZm",0.812669037363518,0.870179335098259
3,"bjy1BLLALY6bDzKzvWbQ",0.815187034529452,0.882521750247277
3,"7AeB0SBVgWXLxYVLU0dA",0.820881516587678,0.891324428023305
3,"PvzCKQGctIhgS4c32IYH",0.811808066238316,0.842980102839258
3,"frOZJOyJKvUQ5dgAzHRi",0.821279264214047,0.851587057010786
3,"NGKLLtN2pWQ0bc4WS88P",0.896119939682171,0.828040157818665
3,"1PpJcakiWp2TY06ocuyK",0.818017572553345,0.830360369476286
3,"WWPKYbHLgINPRKY5QfH1",0.829284490894474,0.826233970914822
3,"IKxltaHArpeiRXrmrheT",0.810379564482118,0.829374709187874
3,"hjDpzQYQbqNTwKsTS1Ys",0.808188942188405,0.81595000898125
3,"9yhhjWOFJDIGZjoUjoWy",0.827099903167338,0.849876734745925
3,"VMy3NZjHHtHvqoWhwtHI",0.801852483236731,0.840262114023489
3,"SWK7TfEHlzVTnI1H4fMo",0.83955516658619,0.865068382944489
3,"im5pWlEsLRoyEj6yKbis",0.838942635817636,0.869535199211873
3,"M6vRrRc8478imVpKZgbn",0.872617120175484,0.828202548625084
3,"2sduMjSLJJD4yG42iJ14",0.828548312937681,0.856056808688388
3,"JMFVUpy1kqBwlbhZjdrz",0.845554641045453,0.837619738751814
3,"2orpUscJ4C0VXNYd44n0",0.822804774083546,0.848982170433806
3,"AyWk25ehyY34XvwL1mja",0.809101280871299,0.841955940107158
3,"Rtw5aASKqHyeLV4fAyw2",0.826578745894149,0.851832564598522
3,"cKl2MDIt7HBqohX9bSmJ",0.816285474234503,0.863193798449612
3,"d8RtVIqotu0QVy58X6t1",0.838534847901425,0.885201465201465
3,"D0X2wrIEwEn1rVvSRCfb",0.88569833907504,0.846491389348532
3,"RFvBKLnjggDrPTSQAepY",0.840486234831423,0.857257226934395
3,"HhW642eNsfzuQaxVXpJU",0.841388415114143,0.859163920311155
3,"nUgpaE3JUFrqD8QcGubj",0.841945817643175,0.854907621247113
3,"OYgkKioxIKq5pWZVID3B",0.837099060783271,0.852730624142661
3,"55ONdH0imObqnrGsoqEm",0.8368407960199,0.861083537378951
3,"mw8TvIccRI53UcpIOVTV",0.830756109318797,0.881257631257631
3,"imhLMEJget6LZfqy5SRm",0.853661913950829,0.910016070885636
3,"TQ4j8MFyQr5OqchkXGQa",0.905104547172188,0.810441236576018
3,"d0cDQxbcKurYfMJ95vwB",0.899894160371313,0.818355508494084
3,"4T7QWA4f6BCxy4uYHHAS",0.887679403756518,0.81920398625855
3,"YWURCcBz9zaPouDZrNLt",0.898912954447058,0.804723867964452
3,"1llWeKvkkm24U01q4bVH",0.88395899721859,0.826238004920095
3,"d7sXMVhFu9QphC1h8FVn",0.868457206440039,0.84493799682035
3,"j1ZA3hUKWbmdTPZ35fqd",0.906928724380545,0.865292774086379
3,"9jcJehvm1TAsrCXYzWZQ",0.860690468445023,0.84038868970013
3,"BIZ4olM77LYvwVbBxmKe",0.822062481157673,0.813039551624299
3,"MyPrdL9d7pEGYSdDygqP",0.82997095052157,0.818089001320128
3,"v6MGq3zTyAZ2yC39YmWi",0.848322660428334,0.841422793242922
3,"25QWW3Wqdn4P5HrSTM8T",0.822231457861599,0.844404786899013
3,"UuDlzrsTE4MaJUxjqn3q",0.855391276490404,0.869502598366741
3,"xh6o5cNb3pNSc3Aqhz9x",0.844150131526227,0.818772730278384
3,"uI1mxFuTakNGyCPM0xfz",0.833063702466687,0.816078529153161
3,"CjtMy3QJgZVFK7uR02w4",0.83918927356164,0.840607627666451
3,"OGDYFGX87dxYMs8DsMMS",0.828690226804872,0.835190528305641
3,"74daOzlzMeskJ7pnmuXn",0.859586366057163,0.873479833743842
3,"LgkJk0jiaJi0dFjp7ca0",0.817003548059623,0.808165593129361
3,"pp6EsP4psMmBtAKxJZkZ",0.83241833312632,0.829319583459711
3,"HxCoUOrjlVR7ETJCYRs8",0.818195975204204,0.847492285659447
3,"Djvw8ZJxN8vYeKYYi8JH",0.834637317398473,0.854842092646971
3,"bXh9hKQdKo9dOrh6ddCk",0.81692181799584,0.817408318976126
3,"dZp2QDJqXJuFoVKH4rKk",0.81479694806793,0.833186891637722
3,"vGjCIoBeZXznIxbRsuY7",0.8428396560237,0.852079678362573
3,"Y9uAtpCtkRQLsC5anNUt",0.842541507024266,0.852619876256767
3,"cApwAJcXvs8ERRqqD9sy",0.860209535120461,0.882198520670981
3,"Du6KrEzfCgZqwISaLqkW",0.824716293597085,0.891248665064744
3,"efP0G1yHh7tseegdQTmH",0.816874819780854,0.882333504300481
3,"5A896Yln6nnd6R1pLMJQ",0.882399331487962,0.868016769959898
3,"4XEiSMl3l83iD9b8ICbv",0.815239477503628,0.871858520793005
3,"eUeWz9XmQrPV3Spw2G9Z",0.831217136963836,0.863985847451861
3,"qPQroX6Je1iVPGSgLcu1",0.820937198067633,0.87956839818542
3,"YQXpeFZb5ttM0CPX4J3O",0.812264541706937,0.866579157276832
3,"FHBrxMUI8EYzOjRpcZfq",0.828313351143546,0.874057385155516
3,"QvpOxE7yZ8a4cfNAzQBp",0.802413377802483,0.879665343165059
3,"CoJWbIUZKwOHbtotru4S",0.841025404157044,0.896500346500346
3,"2dAvieFlJ5ivICOgOS7C",0.855290400500356,0.849902232422598
3,"uOdQZ32OBn3m9rKpHZsb",0.818405840065219,0.848971861471861
3,"rq14u67S1xgX77h4twh5",0.810232265608391,0.859133786848073
3,"nYf7bKZu4ffbAVCk10yL",0.821970223325062,0.872075043809917
3,"emtHb0A2Ch10uqHituk1",0.806893404477253,0.874579758141402
3,"BfjZaJozXS38YjZjfCvc",0.808629428224487,0.881609329597343
3,"A1PwfHNFERW5pN0ZWqyp",0.800834431269214,0.86960076514871
3,"vbfoiEMRLUcW5tAUZYoZ",0.820681190262843,0.905992996384127
3,"F1PnhiFsmdSrIjaRG2cT",0.886917507902519,0.825548488738476
3,"EwPUIM2UCvw2P0OZDtry",0.894190680564071,0.849637631332857
3,"ndxbej7LRbciJOwNC0tz",0.873776824034335,0.825696817119223
3,"MObxPi6dOY3wv4iaPwIu",0.876221126921176,0.814305230288837
3,"48bWWM5jRm7gQRPQNddN",0.885942356075181,0.831068222138595
3,"IKBp8rcGE7WhJvrMgr9W",0.869938421347266,0.852599478354909
3,"kMCUNWhFCQhnrv4SHAVZ",0.929262349553275,0.857276277806079
3,"rYvUe0hOlxs6zKnKSgy6",0.834489970123773,0.860544217687075
3,"E6a1SRhsFJe7hZ7OXr9b",0.809011889197581,0.844415440594843
3,"2Q7XbF5Uh2aQ9CFMV9dD",0.79707387008272,0.854544487177538
3,"52OcAeh9nZ3tcQc4Bj7d",0.825273737538814,0.855180403839788
3,"MQZo6XTzruFGa5ZDGxa4",0.794144247110387,0.85171102661597
3,"RLg1XRdnhsTGTwmcpxjY",0.836351002580901,0.864764125697683
3,"GgDAW0vc7oMBQfUPLkJs",0.816629699608423,0.85283290653009
3,"9jbnsVhvhw3iNZZCUjBD",0.822345762204253,0.854304888278807
3,"FiQteh3Yg1pe5dXpaFuN",0.830965391621129,0.872356351884416
3,"1N92C0JNG0wrlGWF7xu0",0.80853300687799,0.859771003902534
3,"QlVGhDH2Yj9iJUvbF3kL",0.837454529323041,0.879980586774264
3,"2NPMGxo5DQgFTHr5Gz1u",0.796134697301478,0.826557663541713
3,"SXAqVsUxgjPQTjbmzKJl",0.823953880036274,0.861728669321075
3,"CdaenonX9dQD4fCLtduH",0.793273751043218,0.847801588279833
3,"3Wplx1GWTKhUZMmyWMxF",0.82316715542522,0.871434245684986
3,"n7381B7lq5UJ1vYqKu52",0.826232931582311,0.856714826054449
3,"wRFtsWTez3HkA3xL1Wm2",0.786737579931136,0.86098570196085
3,"qK0ErdArbSQmJF4gGC5W",0.823662790697674,0.885086405128563
3,"lkya7lNd9EJKg2gI7xk3",0.818870347690005,0.875287927881685
3,"ayZ75TWyf68ChWggKNen",0.836500655307995,0.895774203721224
3,"lw834zwW0MwY1VBOXjrI",0.806445143773911,0.879091680435851
3,"XbFgNA57iJeUTuJqnnIH",0.869880176773429,0.875096353172732
3,"uPxvWa8ScD1QqC8jiNoB",0.81350212008628,0.889680698265385
3,"irJzXyyxDoByGaa5epj3",0.827021658336537,0.872389449946073
3,"oD60hrzUfOmyrzKANOd3",0.836415436415436,0.888100111974246
3,"eaBV6GPoG3hhyeAHIOs5",0.817221532947339,0.880778812114855
3,"VsFyMZWnYoNgkdad6Px3",0.807176018570399,0.882864619277663
3,"gQtbJ9UIqy3qKwV9121X",0.808681562340099,0.88899760817569
3,"2OBcyVPWSW4urUGvPAYh",0.845917764268828,0.918149641742819
